dataset,image_id,analysis_label,label_name,split,n_observations,source_count
BUSI,trainval_benign_0348,0,benign,trainval,5,5
BUSI,trainval_benign_0349,0,benign,trainval,5,5
BUSI,trainval_benign_0350,0,benign,trainval,5,5
BUSI,trainval_benign_0351,0,benign,trainval,5,5
BUSI,trainval_benign_0352,0,benign,trainval,5,5
BUSI,trainval_benign_0353,0,benign,trainval,5,5
BUSI,trainval_benign_0354,0,benign,trainval,5,5
BUSI,trainval_benign_0355,1,malignant,trainval,5,5
BUSI,trainval_benign_0356,1,malignant,trainval,5,5
BUSI,trainval_benign_0357,0,benign,trainval,5,5
BUSI,trainval_benign_0358,1,malignant,trainval,5,5
BUSI,trainval_benign_0360,0,benign,trainval,5,5
BUSI,trainval_benign_0361,0,benign,trainval,5,5
BUSI,trainval_benign_0364,1,malignant,trainval,5,5
BUSI,trainval_benign_0365,0,benign,trainval,5,5
BUSI,trainval_benign_0366,0,benign,trainval,5,5
BUSI,trainval_benign_0367,0,benign,trainval,5,5
BUSI,trainval_benign_0368,0,benign,trainval,5,5
BUSI,trainval_benign_0369,0,benign,trainval,5,5
BUSI,trainval_benign_0370,0,benign,trainval,5,5
BUSI,trainval_benign_0371,1,malignant,trainval,5,5
BUSI,trainval_benign_0372,0,benign,trainval,5,5
BUSI,trainval_benign_0376,0,benign,trainval,5,5
BUSI,trainval_benign_0377,0,benign,trainval,5,5
BUSI,trainval_benign_0378,0,benign,trainval,5,5
BUSI,trainval_benign_0379,0,benign,trainval,5,5
BUSI,trainval_benign_0381,0,benign,trainval,5,5
BUSI,trainval_benign_0382,1,malignant,trainval,5,5
BUSI,trainval_benign_0383,1,malignant,trainval,5,5
BUSI,trainval_benign_0384,0,benign,trainval,5,5
BUSI,trainval_benign_0385,1,malignant,trainval,5,5
BUSI,trainval_benign_0386,0,benign,trainval,5,5
BUSI,trainval_benign_0387,0,benign,trainval,5,5
BUSI,trainval_benign_0388,0,benign,trainval,5,5
BUSI,trainval_benign_0389,0,benign,trainval,5,5
BUSI,trainval_benign_0390,0,benign,trainval,5,5
BUSI,trainval_benign_0391,0,benign,trainval,5,5
BUSI,trainval_benign_0392,0,benign,trainval,5,5
BUSI,trainval_benign_0393,0,benign,trainval,5,5
BUSI,trainval_benign_0394,0,benign,trainval,5,5
BUSI,trainval_benign_0395,0,benign,trainval,5,5
BUSI,trainval_benign_0397,0,benign,trainval,5,5
BUSI,trainval_benign_0398,1,malignant,trainval,5,5
BUSI,trainval_benign_0399,0,benign,trainval,5,5
BUSI,trainval_benign_0400,0,benign,trainval,5,5
BUSI,trainval_benign_0401,0,benign,trainval,5,5
BUSI,trainval_benign_0402,0,benign,trainval,5,5
BUSI,trainval_benign_0403,0,benign,trainval,5,5
BUSI,trainval_benign_0404,0,benign,trainval,5,5
BUSI,trainval_benign_0405,1,malignant,trainval,5,5
BUSI,trainval_benign_0407,0,benign,trainval,5,5
BUSI,trainval_benign_0408,0,benign,trainval,5,5
BUSI,trainval_benign_0410,0,benign,trainval,5,5
BUSI,trainval_benign_0412,0,benign,trainval,5,5
BUSI,trainval_benign_0413,1,malignant,trainval,5,5
BUSI,trainval_benign_0414,0,benign,trainval,5,5
BUSI,trainval_benign_0416,0,benign,trainval,5,5
BUSI,trainval_benign_0418,1,malignant,trainval,5,5
BUSI,trainval_benign_0419,0,benign,trainval,5,5
BUSI,trainval_benign_0420,0,benign,trainval,5,5
BUSI,trainval_benign_0421,0,benign,trainval,5,5
BUSI,trainval_benign_0422,1,malignant,trainval,5,5
BUSI,trainval_benign_0423,1,malignant,trainval,5,5
BUSI,trainval_benign_0424,0,benign,trainval,5,5
BUSI,trainval_benign_0425,0,benign,trainval,5,5
BUSI,trainval_benign_0426,0,benign,trainval,5,5
BUSI,trainval_benign_0427,0,benign,trainval,5,5
BUSI,trainval_benign_0428,0,benign,trainval,5,5
BUSI,trainval_benign_0429,0,benign,trainval,5,5
BUSI,trainval_benign_0430,0,benign,trainval,5,5
BUSI,trainval_benign_0432,0,benign,trainval,5,5
BUSI,trainval_benign_0433,1,malignant,trainval,5,5
BUSI,trainval_benign_0435,0,benign,trainval,5,5
BUSI,trainval_benign_0436,0,benign,trainval,5,5
BUSI,trainval_malignant_0001,0,benign,trainval,5,5
BUSI,trainval_malignant_0002,0,benign,trainval,5,5
BUSI,trainval_malignant_0003,1,malignant,trainval,5,5
BUSI,trainval_malignant_0004,1,malignant,trainval,5,5
BUSI,trainval_malignant_0005,1,malignant,trainval,5,5
BUSI,trainval_malignant_0006,1,malignant,trainval,5,5
BUSI,trainval_malignant_0007,1,malignant,trainval,5,5
BUSI,trainval_malignant_0008,1,malignant,trainval,5,5
BUSI,trainval_malignant_0009,1,malignant,trainval,5,5
BUSI,trainval_malignant_0014,1,malignant,trainval,5,5
BUSI,trainval_malignant_0015,1,malignant,trainval,5,5
BUSI,trainval_malignant_0016,1,malignant,trainval,5,5
BUSI,trainval_malignant_0017,1,malignant,trainval,5,5
BUSI,trainval_malignant_0018,1,malignant,trainval,5,5
BUSI,trainval_malignant_0019,1,malignant,trainval,5,5
BUSI,trainval_malignant_0021,1,malignant,trainval,5,5
BUSI,trainval_malignant_0023,1,malignant,trainval,5,5
BUSI,trainval_malignant_0024,1,malignant,trainval,5,5
BUSI,trainval_malignant_0026,1,malignant,trainval,5,5
BUSI,trainval_malignant_0027,1,malignant,trainval,5,5
BUSI,trainval_malignant_0028,1,malignant,trainval,5,5
BUSI,trainval_malignant_0030,1,malignant,trainval,5,5
BUSI,trainval_malignant_0032,1,malignant,trainval,5,5
BUSI,trainval_malignant_0033,1,malignant,trainval,5,5
BUSI,trainval_malignant_0035,1,malignant,trainval,5,5
BUSI,trainval_malignant_0036,1,malignant,trainval,5,5
BUSI,trainval_malignant_0037,1,malignant,trainval,5,5
BUSI,trainval_malignant_0039,1,malignant,trainval,5,5
BUSI,trainval_malignant_0040,1,malignant,trainval,5,5
BUSI,trainval_malignant_0041,1,malignant,trainval,5,5
BUSI,trainval_malignant_0043,1,malignant,trainval,5,5
BUSI,trainval_malignant_0044,1,malignant,trainval,5,5
BUSI,trainval_malignant_0045,1,malignant,trainval,5,5
BUSI,trainval_malignant_0047,1,malignant,trainval,5,5
BUSI,trainval_malignant_0049,0,benign,trainval,5,5
BUSI,trainval_malignant_0050,1,malignant,trainval,5,5
BUSI,trainval_malignant_0051,1,malignant,trainval,5,5
BUSI,trainval_malignant_0052,1,malignant,trainval,5,5
BUSI,trainval_malignant_0054,1,malignant,trainval,5,5
BUSI,trainval_malignant_0055,0,benign,trainval,5,5
BUSI,trainval_malignant_0056,1,malignant,trainval,5,5
BUSI,trainval_malignant_0057,1,malignant,trainval,5,5
BUSI,trainval_malignant_0058,0,benign,trainval,5,5
BUSI,trainval_malignant_0059,1,malignant,trainval,5,5
BUSI,trainval_malignant_0060,1,malignant,trainval,5,5
BUSI,trainval_malignant_0061,1,malignant,trainval,5,5
BUSI,trainval_malignant_0062,1,malignant,trainval,5,5
BUSI,trainval_malignant_0063,1,malignant,trainval,5,5
BUSI,trainval_malignant_0064,1,malignant,trainval,5,5
BUSI,trainval_malignant_0065,0,benign,trainval,5,5
BUSI,trainval_malignant_0066,1,malignant,trainval,5,5
BUSI,trainval_malignant_0067,1,malignant,trainval,5,5
BUSI,trainval_malignant_0068,1,malignant,trainval,5,5
BUSI,trainval_malignant_0069,1,malignant,trainval,5,5
BUSI,trainval_malignant_0070,1,malignant,trainval,5,5
BUSI,trainval_malignant_0071,1,malignant,trainval,5,5
BUSI,trainval_malignant_0072,1,malignant,trainval,5,5
BUSI,trainval_malignant_0076,1,malignant,trainval,5,5
BUSI,trainval_malignant_0077,1,malignant,trainval,5,5
BUSI,trainval_malignant_0078,1,malignant,trainval,5,5
BUSI,trainval_malignant_0079,1,malignant,trainval,5,5
BUSI,trainval_malignant_0080,1,malignant,trainval,5,5
BUSI,trainval_malignant_0081,0,benign,trainval,5,5
BUSI,trainval_malignant_0082,1,malignant,trainval,5,5
BUSI,trainval_malignant_0083,1,malignant,trainval,5,5
BUSI,trainval_malignant_0084,1,malignant,trainval,5,5
BUSI,trainval_malignant_0085,1,malignant,trainval,5,5
BUSI,trainval_malignant_0086,1,malignant,trainval,5,5
BUSI,trainval_malignant_0087,1,malignant,trainval,5,5
BUSI,trainval_malignant_0089,1,malignant,trainval,5,5
BUSI,trainval_malignant_0090,1,malignant,trainval,5,5
BUSI,trainval_malignant_0091,1,malignant,trainval,5,5
BUSI,trainval_malignant_0092,0,benign,trainval,5,5
BUSI,trainval_malignant_0093,1,malignant,trainval,5,5
BUSI,trainval_malignant_0094,1,malignant,trainval,5,5
BUSI,trainval_malignant_0095,1,malignant,trainval,5,5
BUSI,trainval_malignant_0096,1,malignant,trainval,5,5
BUSI,trainval_malignant_0097,1,malignant,trainval,5,5
BUSI,trainval_malignant_0098,1,malignant,trainval,5,5
BUSI,trainval_malignant_0099,0,benign,trainval,5,5
BUSI,trainval_malignant_0101,1,malignant,trainval,5,5
BUSI,trainval_malignant_0103,1,malignant,trainval,5,5
BUSI,trainval_malignant_0104,1,malignant,trainval,5,5
BUSI,trainval_malignant_0105,0,benign,trainval,5,5
BUSI,trainval_malignant_0107,1,malignant,trainval,5,5
BUSI,trainval_malignant_0108,1,malignant,trainval,5,5
BUSI,trainval_malignant_0109,1,malignant,trainval,5,5
BUSI,trainval_malignant_0111,0,benign,trainval,5,5
BUSI,trainval_malignant_0112,0,benign,trainval,5,5
BUSI,trainval_malignant_0113,0,benign,trainval,5,5
BUSI,trainval_malignant_0114,1,malignant,trainval,5,5
BUSI,trainval_malignant_0115,1,malignant,trainval,5,5
BUSI,trainval_malignant_0118,1,malignant,trainval,5,5
BUSI,trainval_malignant_0119,1,malignant,trainval,5,5
BUSI,trainval_malignant_0120,1,malignant,trainval,5,5
BUSI,trainval_malignant_0121,1,malignant,trainval,5,5
BUSI,trainval_malignant_0122,1,malignant,trainval,5,5
BUSI,trainval_malignant_0123,1,malignant,trainval,5,5
BUSI,trainval_malignant_0124,1,malignant,trainval,5,5
BUSI,trainval_malignant_0125,1,malignant,trainval,5,5
BUSI,trainval_malignant_0126,1,malignant,trainval,5,5
BUSI,trainval_malignant_0127,1,malignant,trainval,5,5
BUSI,trainval_malignant_0129,1,malignant,trainval,5,5
BUSI,trainval_malignant_0130,1,malignant,trainval,5,5
BUSI,trainval_malignant_0131,1,malignant,trainval,5,5
BUSI,trainval_malignant_0132,1,malignant,trainval,5,5
BUSI,trainval_malignant_0133,0,benign,trainval,5,5
BUSI,trainval_malignant_0134,1,malignant,trainval,5,5
BUSI,trainval_malignant_0135,0,benign,trainval,5,5
BUSI,trainval_malignant_0136,0,benign,trainval,5,5
BUSI,trainval_malignant_0137,1,malignant,trainval,5,5
BUSI,trainval_malignant_0139,1,malignant,trainval,5,5
BUSI,trainval_malignant_0141,0,benign,trainval,5,5
BUSI,trainval_malignant_0142,1,malignant,trainval,5,5
BUSI,trainval_malignant_0143,0,benign,trainval,5,5
BUSI,trainval_malignant_0144,1,malignant,trainval,5,5
BUSI,trainval_malignant_0145,1,malignant,trainval,5,5
BUSI,trainval_malignant_0146,0,benign,trainval,5,5
BUSI,trainval_malignant_0147,1,malignant,trainval,5,5
BUSI,trainval_malignant_0149,1,malignant,trainval,5,5
BUSI,trainval_malignant_0150,1,malignant,trainval,5,5
BUSI,trainval_malignant_0151,1,malignant,trainval,5,5
BUSI,trainval_malignant_0152,1,malignant,trainval,5,5
BUSI,trainval_malignant_0153,1,malignant,trainval,5,5
BUSI,trainval_malignant_0156,1,malignant,trainval,5,5
BUSI,trainval_malignant_0158,0,benign,trainval,5,5
BUSI,trainval_malignant_0159,1,malignant,trainval,5,5
BUSI,trainval_malignant_0160,1,malignant,trainval,5,5
BUSI,trainval_malignant_0162,0,benign,trainval,5,5
BUSI,trainval_malignant_0163,0,benign,trainval,5,5
BUSI,trainval_malignant_0164,1,malignant,trainval,5,5
BUSI,trainval_malignant_0166,0,benign,trainval,5,5
BUSI,trainval_malignant_0168,1,malignant,trainval,5,5
BUSI,trainval_malignant_0169,1,malignant,trainval,5,5
BUSI,trainval_malignant_0170,1,malignant,trainval,5,5
BUSI,trainval_malignant_0171,0,benign,trainval,5,5
BUSI,trainval_malignant_0172,1,malignant,trainval,5,5
BUSI,trainval_malignant_0174,1,malignant,trainval,5,5
BUSI,trainval_malignant_0175,1,malignant,trainval,5,5
BUSI,trainval_malignant_0176,1,malignant,trainval,5,5
BUSI,trainval_malignant_0177,1,malignant,trainval,5,5
BUSI,trainval_malignant_0179,1,malignant,trainval,5,5
BUSI,trainval_malignant_0180,1,malignant,trainval,5,5
BUSI,trainval_malignant_0181,1,malignant,trainval,5,5
BUSI,trainval_malignant_0183,1,malignant,trainval,5,5
BUSI,trainval_malignant_0184,1,malignant,trainval,5,5
BUSI,trainval_malignant_0185,1,malignant,trainval,5,5
BUSI,trainval_malignant_0186,1,malignant,trainval,5,5
BUSI,trainval_malignant_0187,1,malignant,trainval,5,5
BUSI,trainval_malignant_0188,1,malignant,trainval,5,5
BUSI,trainval_malignant_0189,0,benign,trainval,5,5
BUSI,trainval_malignant_0190,1,malignant,trainval,5,5
BUSI,trainval_malignant_0191,1,malignant,trainval,5,5
BUSI,trainval_malignant_0192,1,malignant,trainval,5,5
BUSI,trainval_malignant_0193,1,malignant,trainval,5,5
BUSI,trainval_malignant_0194,1,malignant,trainval,5,5
BUSI,trainval_malignant_0195,0,benign,trainval,5,5
BUSI,trainval_malignant_0196,1,malignant,trainval,5,5
BUSI,trainval_malignant_0197,1,malignant,trainval,5,5
BUSI,trainval_malignant_0198,1,malignant,trainval,5,5
BUSI,trainval_malignant_0199,0,benign,trainval,5,5
BUSI,trainval_malignant_0201,1,malignant,trainval,5,5
BUSI,trainval_malignant_0202,1,malignant,trainval,5,5
BUSI,trainval_malignant_0204,1,malignant,trainval,5,5
BUSI,trainval_malignant_0205,1,malignant,trainval,5,5
BUSI,trainval_malignant_0207,1,malignant,trainval,5,5
BUSI,trainval_malignant_0209,0,benign,trainval,5,5
BUSI,trainval_malignant_0210,1,malignant,trainval,5,5
TN5000,000001,0,benign,test,1,1
TN5000,000002,0,benign,train,1,1
TN5000,000003,0,benign,train,1,1
TN5000,000004,0,benign,train,1,1
TN5000,000005,0,benign,train,1,1
TN5000,000006,0,benign,test,1,1
TN5000,000007,0,benign,train,1,1
TN5000,000008,0,benign,train,1,1
TN5000,000009,1,malignant,test,1,1
TN5000,000010,0,benign,train,1,1
TN5000,000011,0,benign,test,1,1
TN5000,000012,1,malignant,train,1,1
TN5000,000013,1,malignant,train,1,1
TN5000,000014,0,benign,train,1,1
TN5000,000015,0,benign,train,1,1
TN5000,000016,0,benign,test,1,1
TN5000,000017,0,benign,train,1,1
TN5000,000018,0,benign,train,1,1
TN5000,000019,0,benign,val,1,1
TN5000,000020,0,benign,train,1,1
TN5000,000021,0,benign,train,1,1
TN5000,000022,0,benign,train,1,1
TN5000,000023,1,malignant,train,1,1
TN5000,000024,0,benign,train,1,1
TN5000,000025,0,benign,test,1,1
TN5000,000026,0,benign,train,1,1
TN5000,000027,0,benign,train,1,1
TN5000,000028,0,benign,train,1,1
TN5000,000029,0,benign,train,1,1
TN5000,000030,0,benign,train,1,1
TN5000,000031,0,benign,train,1,1
TN5000,000032,0,benign,train,1,1
TN5000,000033,0,benign,train,1,1
TN5000,000034,0,benign,train,1,1
TN5000,000035,0,benign,test,1,1
TN5000,000036,0,benign,train,1,1
TN5000,000037,0,benign,train,1,1
TN5000,000038,0,benign,val,1,1
TN5000,000039,0,benign,train,1,1
TN5000,000040,0,benign,test,1,1
TN5000,000041,0,benign,train,1,1
TN5000,000042,0,benign,train,1,1
TN5000,000043,0,benign,train,1,1
TN5000,000044,0,benign,test,1,1
TN5000,000045,0,benign,train,1,1
TN5000,000046,0,benign,test,1,1
TN5000,000047,0,benign,train,1,1
TN5000,000048,1,malignant,test,1,1
TN5000,000049,0,benign,train,1,1
TN5000,000050,0,benign,train,1,1
TN5000,000051,0,benign,train,1,1
TN5000,000052,0,benign,train,1,1
TN5000,000053,0,benign,train,1,1
TN5000,000054,0,benign,test,1,1
TN5000,000055,1,malignant,val,1,1
TN5000,000056,1,malignant,train,1,1
TN5000,000057,0,benign,train,1,1
TN5000,000058,1,malignant,train,1,1
TN5000,000059,0,benign,train,1,1
TN5000,000060,0,benign,test,1,1
TN5000,000061,0,benign,train,1,1
TN5000,000062,0,benign,train,1,1
TN5000,000063,0,benign,train,1,1
TN5000,000064,0,benign,train,1,1
TN5000,000065,0,benign,train,1,1
TN5000,000066,1,malignant,val,1,1
TN5000,000067,1,malignant,train,1,1
TN5000,000068,0,benign,train,1,1
TN5000,000069,0,benign,train,1,1
TN5000,000070,0,benign,train,1,1
TN5000,000071,0,benign,train,1,1
TN5000,000072,0,benign,val,1,1
TN5000,000073,0,benign,train,1,1
TN5000,000074,0,benign,train,1,1
TN5000,000075,0,benign,train,1,1
TN5000,000076,1,malignant,test,1,1
TN5000,000077,1,malignant,train,1,1
TN5000,000078,1,malignant,train,1,1
TN5000,000079,1,malignant,val,1,1
TN5000,000080,1,malignant,train,1,1
TN5000,000081,1,malignant,train,1,1
TN5000,000082,0,benign,train,1,1
TN5000,000083,0,benign,test,1,1
TN5000,000084,0,benign,train,1,1
TN5000,000085,1,malignant,train,1,1
TN5000,000086,0,benign,test,1,1
TN5000,000087,0,benign,train,1,1
TN5000,000088,1,malignant,train,1,1
TN5000,000089,1,malignant,train,1,1
TN5000,000090,1,malignant,train,1,1
TN5000,000091,0,benign,train,1,1
TN5000,000092,0,benign,train,1,1
TN5000,000093,0,benign,test,1,1
TN5000,000094,1,malignant,val,1,1
TN5000,000095,1,malignant,train,1,1
TN5000,000096,1,malignant,train,1,1
TN5000,000097,1,malignant,train,1,1
TN5000,000098,1,malignant,train,1,1
TN5000,000099,0,benign,val,1,1
TN5000,000100,0,benign,train,1,1
TN5000,000101,1,malignant,test,1,1
TN5000,000102,1,malignant,train,1,1
TN5000,000103,1,malignant,train,1,1
TN5000,000104,0,benign,train,1,1
TN5000,000105,0,benign,test,1,1
TN5000,000106,0,benign,train,1,1
TN5000,000107,0,benign,train,1,1
TN5000,000108,1,malignant,train,1,1
TN5000,000109,1,malignant,val,1,1
TN5000,000110,1,malignant,val,1,1
TN5000,000111,0,benign,train,1,1
TN5000,000112,0,benign,train,1,1
TN5000,000113,0,benign,val,1,1
TN5000,000114,1,malignant,train,1,1
TN5000,000115,1,malignant,test,1,1
TN5000,000116,1,malignant,train,1,1
TN5000,000117,0,benign,train,1,1
TN5000,000118,0,benign,train,1,1
TN5000,000119,0,benign,train,1,1
TN5000,000120,0,benign,test,1,1
TN5000,000121,0,benign,train,1,1
TN5000,000122,0,benign,train,1,1
TN5000,000123,0,benign,test,1,1
TN5000,000124,0,benign,train,1,1
TN5000,000125,0,benign,train,1,1
TN5000,000126,0,benign,test,1,1
TN5000,000127,0,benign,train,1,1
TN5000,000128,0,benign,train,1,1
TN5000,000129,0,benign,train,1,1
TN5000,000130,0,benign,train,1,1
TN5000,000131,1,malignant,test,1,1
TN5000,000132,0,benign,train,1,1
TN5000,000133,0,benign,train,1,1
TN5000,000134,0,benign,train,1,1
TN5000,000135,0,benign,train,1,1
TN5000,000136,0,benign,train,1,1
TN5000,000137,1,malignant,test,1,1
TN5000,000138,1,malignant,val,1,1
TN5000,000139,0,benign,train,1,1
TN5000,000140,0,benign,train,1,1
TN5000,000141,0,benign,train,1,1
TN5000,000142,0,benign,train,1,1
TN5000,000143,0,benign,train,1,1
TN5000,000144,0,benign,train,1,1
TN5000,000145,0,benign,train,1,1
TN5000,000146,1,malignant,train,1,1
TN5000,000147,1,malignant,test,1,1
TN5000,000148,0,benign,train,1,1
TN5000,000149,0,benign,test,1,1
TN5000,000150,1,malignant,train,1,1
TN5000,000151,0,benign,val,1,1
TN5000,000152,0,benign,train,1,1
TN5000,000153,0,benign,test,1,1
TN5000,000154,0,benign,test,1,1
TN5000,000155,0,benign,train,1,1
TN5000,000156,0,benign,train,1,1
TN5000,000157,0,benign,train,1,1
TN5000,000158,0,benign,train,1,1
TN5000,000159,0,benign,train,1,1
TN5000,000160,0,benign,train,1,1
TN5000,000161,0,benign,test,1,1
TN5000,000162,0,benign,train,1,1
TN5000,000163,1,malignant,train,1,1
TN5000,000164,1,malignant,val,1,1
TN5000,000165,0,benign,train,1,1
TN5000,000166,0,benign,train,1,1
TN5000,000167,0,benign,train,1,1
TN5000,000168,0,benign,train,1,1
TN5000,000169,0,benign,test,1,1
TN5000,000170,1,malignant,val,1,1
TN5000,000171,0,benign,train,1,1
TN5000,000172,0,benign,train,1,1
TN5000,000173,0,benign,train,1,1
TN5000,000174,1,malignant,test,1,1
TN5000,000175,0,benign,train,1,1
TN5000,000176,0,benign,train,1,1
TN5000,000177,0,benign,test,1,1
TN5000,000178,1,malignant,train,1,1
TN5000,000179,1,malignant,train,1,1
TN5000,000180,1,malignant,test,1,1
TN5000,000181,1,malignant,train,1,1
TN5000,000182,1,malignant,train,1,1
TN5000,000183,1,malignant,test,1,1
TN5000,000184,0,benign,test,1,1
TN5000,000185,0,benign,train,1,1
TN5000,000186,1,malignant,train,1,1
TN5000,000187,0,benign,train,1,1
TN5000,000188,0,benign,train,1,1
TN5000,000189,0,benign,train,1,1
TN5000,000190,0,benign,test,1,1
TN5000,000191,0,benign,train,1,1
TN5000,000192,0,benign,train,1,1
TN5000,000193,0,benign,train,1,1
TN5000,000194,1,malignant,test,1,1
TN5000,000195,1,malignant,test,1,1
TN5000,000196,1,malignant,train,1,1
TN5000,000197,0,benign,test,1,1
TN5000,000198,0,benign,train,1,1
TN5000,000199,0,benign,train,1,1
TN5000,000200,1,malignant,train,1,1
TN5000,000201,0,benign,val,1,1
TN5000,000202,0,benign,test,1,1
TN5000,000203,0,benign,val,1,1
TN5000,000204,0,benign,train,1,1
TN5000,000205,0,benign,train,1,1
TN5000,000206,0,benign,train,1,1
TN5000,000207,0,benign,train,1,1
TN5000,000208,0,benign,train,1,1
TN5000,000209,0,benign,train,1,1
TN5000,000210,0,benign,val,1,1
TN5000,000211,0,benign,train,1,1
TN5000,000212,0,benign,test,1,1
TN5000,000213,0,benign,train,1,1
TN5000,000214,0,benign,train,1,1
TN5000,000215,0,benign,train,1,1
TN5000,000216,0,benign,train,1,1
TN5000,000217,0,benign,train,1,1
TN5000,000218,0,benign,train,1,1
TN5000,000219,0,benign,train,1,1
TN5000,000220,0,benign,train,1,1
TN5000,000221,0,benign,train,1,1
TN5000,000222,0,benign,test,1,1
TN5000,000223,0,benign,test,1,1
TN5000,000224,1,malignant,test,1,1
TN5000,000225,0,benign,test,1,1
TN5000,000226,0,benign,train,1,1
TN5000,000227,0,benign,train,1,1
TN5000,000228,0,benign,test,1,1
TN5000,000229,0,benign,train,1,1
TN5000,000230,0,benign,train,1,1
TN5000,000231,0,benign,train,1,1
TN5000,000232,0,benign,train,1,1
TN5000,000233,0,benign,train,1,1
TN5000,000234,0,benign,train,1,1
TN5000,000235,0,benign,train,1,1
TN5000,000236,0,benign,val,1,1
TN5000,000237,0,benign,train,1,1
TN5000,000238,0,benign,val,1,1
TN5000,000239,0,benign,train,1,1
TN5000,000240,1,malignant,test,1,1
TN5000,000241,0,benign,train,1,1
TN5000,000242,0,benign,train,1,1
TN5000,000243,0,benign,train,1,1
TN5000,000244,1,malignant,test,1,1
TN5000,000245,1,malignant,val,1,1
TN5000,000246,0,benign,test,1,1
TN5000,000247,0,benign,train,1,1
TN5000,000248,0,benign,train,1,1
TN5000,000249,1,malignant,train,1,1
TN5000,000250,1,malignant,train,1,1
TN5000,000251,1,malignant,train,1,1
TN5000,000252,0,benign,train,1,1
TN5000,000253,0,benign,train,1,1
TN5000,000254,0,benign,train,1,1
TN5000,000255,0,benign,train,1,1
TN5000,000256,0,benign,train,1,1
TN5000,000257,1,malignant,train,1,1
TN5000,000258,1,malignant,train,1,1
TN5000,000259,0,benign,train,1,1
TN5000,000260,0,benign,train,1,1
TN5000,000261,0,benign,train,1,1
TN5000,000262,0,benign,train,1,1
TN5000,000263,1,malignant,train,1,1
TN5000,000264,1,malignant,train,1,1
TN5000,000265,0,benign,train,1,1
TN5000,000266,0,benign,train,1,1
TN5000,000267,0,benign,train,1,1
TN5000,000268,0,benign,train,1,1
TN5000,000269,0,benign,train,1,1
TN5000,000270,1,malignant,train,1,1
TN5000,000271,0,benign,train,1,1
TN5000,000272,0,benign,train,1,1
TN5000,000273,0,benign,train,1,1
TN5000,000274,0,benign,train,1,1
TN5000,000275,0,benign,train,1,1
TN5000,000276,0,benign,test,1,1
TN5000,000277,0,benign,train,1,1
TN5000,000278,0,benign,train,1,1
TN5000,000279,0,benign,train,1,1
TN5000,000280,0,benign,train,1,1
TN5000,000281,0,benign,train,1,1
TN5000,000282,0,benign,train,1,1
TN5000,000283,0,benign,train,1,1
TN5000,000284,0,benign,val,1,1
TN5000,000285,0,benign,train,1,1
TN5000,000286,0,benign,train,1,1
TN5000,000287,0,benign,val,1,1
TN5000,000288,0,benign,train,1,1
TN5000,000289,0,benign,train,1,1
TN5000,000290,0,benign,train,1,1
TN5000,000291,1,malignant,train,1,1
TN5000,000292,0,benign,train,1,1
TN5000,000293,0,benign,train,1,1
TN5000,000294,0,benign,train,1,1
TN5000,000295,0,benign,train,1,1
TN5000,000296,0,benign,train,1,1
TN5000,000297,1,malignant,train,1,1
TN5000,000298,1,malignant,val,1,1
TN5000,000299,0,benign,train,1,1
TN5000,000300,0,benign,test,1,1
TN5000,000301,0,benign,train,1,1
TN5000,000302,0,benign,train,1,1
TN5000,000303,0,benign,train,1,1
TN5000,000304,0,benign,test,1,1
TN5000,000305,0,benign,val,1,1
TN5000,000306,0,benign,train,1,1
TN5000,000307,0,benign,test,1,1
TN5000,000308,0,benign,train,1,1
TN5000,000309,0,benign,train,1,1
TN5000,000310,0,benign,train,1,1
TN5000,000311,0,benign,train,1,1
TN5000,000312,0,benign,train,1,1
TN5000,000313,0,benign,train,1,1
TN5000,000314,0,benign,train,1,1
TN5000,000315,0,benign,train,1,1
TN5000,000316,0,benign,train,1,1
TN5000,000317,1,malignant,val,1,1
TN5000,000318,1,malignant,test,1,1
TN5000,000319,0,benign,train,1,1
TN5000,000320,0,benign,train,1,1
TN5000,000321,1,malignant,val,1,1
TN5000,000322,1,malignant,train,1,1
TN5000,000323,0,benign,test,1,1
TN5000,000324,0,benign,train,1,1
TN5000,000325,0,benign,train,1,1
TN5000,000326,0,benign,train,1,1
TN5000,000327,0,benign,train,1,1
TN5000,000328,0,benign,train,1,1
TN5000,000329,0,benign,train,1,1
TN5000,000330,0,benign,train,1,1
TN5000,000331,0,benign,val,1,1
TN5000,000332,0,benign,train,1,1
TN5000,000333,0,benign,train,1,1
TN5000,000334,0,benign,train,1,1
TN5000,000335,0,benign,train,1,1
TN5000,000336,0,benign,train,1,1
TN5000,000337,1,malignant,test,1,1
TN5000,000338,0,benign,train,1,1
TN5000,000339,0,benign,test,1,1
TN5000,000340,0,benign,train,1,1
TN5000,000341,0,benign,train,1,1
TN5000,000342,0,benign,test,1,1
TN5000,000343,0,benign,train,1,1
TN5000,000344,0,benign,train,1,1
TN5000,000345,0,benign,val,1,1
TN5000,000346,0,benign,train,1,1
TN5000,000347,0,benign,train,1,1
TN5000,000348,0,benign,train,1,1
TN5000,000349,1,malignant,test,1,1
TN5000,000350,0,benign,train,1,1
TN5000,000351,0,benign,train,1,1
TN5000,000352,1,malignant,train,1,1
TN5000,000353,0,benign,train,1,1
TN5000,000354,1,malignant,train,1,1
TN5000,000355,1,malignant,train,1,1
TN5000,000356,0,benign,train,1,1
TN5000,000357,0,benign,train,1,1
